Year,Month,Anomaly,Season
1933,06,-0.28,Spring
1933,07,-0.21,Summer
1933,08,-0.19,Summer
1933,09,-0.26,Summer
1933,10,-0.19,Fall
1933,11,-0.27,Fall
1933,12,-0.34,Fall
1934,01,-0.25,Winter
1934,02,-0.03,Winter
1934,03,-0.3,Winter
1934,04,-0.28,Spring
1934,05,-0.07,Spring
1934,06,-0.08,Spring
1934,07,-0.09,Summer
1934,08,-0.09,Summer
1934,09,-0.11,Summer
1934,10,-0.02,Fall
1934,11,0.08,Fall
1934,12,-0.01,Fall
1935,01,-0.3,Winter
1935,02,0.11,Winter
1935,03,-0.13,Winter
1935,04,-0.3,Spring
1935,05,-0.24,Spring
1935,06,-0.2,Spring
1935,07,-0.15,Summer
1935,08,-0.14,Summer
1935,09,-0.13,Summer
1935,10,-0.03,Fall
1935,11,-0.22,Fall
1935,12,-0.11,Fall
1936,01,-0.3,Winter
1936,02,-0.35,Winter
1936,03,-0.2,Winter
1936,04,-0.13,Spring
1936,05,-0.08,Spring
1936,06,-0.1,Spring
1936,07,-0.05,Summer
1936,08,-0.07,Summer
1936,09,-0.08,Summer
1936,10,-0.05,Fall
1936,11,0.01,Fall
1936,12,-0.1,Fall
1937,01,-0.09,Winter
1937,02,0.01,Winter
1937,03,-0.18,Winter
1937,04,-0.11,Spring
1937,05,-0.02,Spring
1937,06,0.03,Spring
1937,07,0.02,Summer
1937,08,0.06,Summer
1937,09,0.15,Summer
1937,10,0.11,Fall
1937,11,0.13,Fall
1937,12,0.03,Fall
1938,01,0.07,Winter
1938,02,0.03,Winter
1938,03,0.05,Winter
1938,04,0.07,Spring
1938,05,-0.03,Spring
1938,06,-0.09,Spring
1938,07,-0.06,Summer
1938,08,-0.03,Summer
1938,09,0.06,Summer
1938,10,0.12,Fall
1938,11,0.08,Fall
1938,12,-0.07,Fall
1939,01,-0.09,Winter
1939,02,-0.1,Winter
1939,03,-0.15,Winter
1939,04,-0.03,Spring
1939,05,-0.01,Spring
1939,06,-0.01,Spring
1939,07,-0.02,Summer
1939,08,0.02,Summer
1939,09,-0.01,Summer
1939,10,-0.01,Fall
1939,11,0.07,Fall
1939,12,0.47,Fall
1940,01,0.08,Winter
1940,02,0.08,Winter
1940,03,0.14,Winter
1940,04,0.21,Spring
1940,05,0.16,Spring
1940,06,0.12,Spring
1940,07,0.15,Summer
1940,08,0.11,Summer
1940,09,0.18,Summer
1940,10,0.15,Fall
1940,11,0.17,Fall
1940,12,0.33,Fall
1941,01,0.22,Winter
1941,02,0.33,Winter
1941,03,0.11,Winter
1941,04,0.23,Spring
1941,05,0.21,Spring
1941,06,0.16,Spring
1941,07,0.22,Summer
1941,08,0.21,Summer
1941,09,0.09,Summer
1941,10,0.36,Fall
1941,11,0.27,Fall
1941,12,0.25,Fall
1942,01,0.31,Winter
1942,02,0.06,Winter
1942,03,0.08,Winter
1942,04,0.14,Spring
1942,05,0.15,Spring
1942,06,0.1,Spring
1942,07,0.1,Summer
1942,08,-0.01,Summer
1942,09,0.1,Summer
1942,10,0.04,Fall
1942,11,0.08,Fall
1942,12,0.12,Fall
1943,01,-0.03,Winter
1943,02,0.12,Winter
1943,03,-0.02,Winter
1943,04,0.13,Spring
1943,05,0.13,Spring
1943,06,-0.02,Spring
1943,07,0.06,Summer
1943,08,0.02,Summer
1943,09,0.08,Summer
1943,10,0.25,Fall
1943,11,0.23,Fall
1943,12,0.24,Fall
1944,01,0.31,Winter
1944,02,0.25,Winter
1944,03,0.3,Winter
1944,04,0.21,Spring
1944,05,0.23,Spring
1944,06,0.24,Spring
1944,07,0.2,Summer
1944,08,0.18,Summer
1944,09,0.32,Summer
1944,10,0.29,Fall
1944,11,0.13,Fall
1944,12,0.16,Fall
1945,01,0.18,Winter
1945,02,0.06,Winter
1945,03,0.09,Winter
1945,04,0.25,Spring
1945,05,0.12,Spring
1945,06,0.11,Spring
1945,07,0.11,Summer
1945,08,0.29,Summer
1945,09,0.22,Summer
1945,10,0.18,Fall
1945,11,0.1,Fall
1945,12,-0.03,Fall
1946,01,0.17,Winter
1946,02,0.01,Winter
1946,03,0.02,Winter
1946,04,0.07,Spring
1946,05,-0.02,Spring
1946,06,-0.17,Spring
1946,07,-0.11,Summer
1946,08,-0.12,Summer
1946,09,-0.06,Summer
1946,10,-0.03,Fall
1946,11,-0.02,Fall
1946,12,-0.21,Fall
1947,01,-0.03,Winter
1947,02,-0.04,Winter
1947,03,0.05,Winter
1947,04,0.06,Spring
1947,05,0.03,Spring
1947,06,0.04,Spring
1947,07,-0.01,Summer
1947,08,-0.09,Summer
1947,09,-0.11,Summer
1947,10,0.06,Fall
1947,11,-0.1,Fall
1947,12,-0.05,Fall
1948,01,0.02,Winter
1948,02,-0.08,Winter
1948,03,-0.21,Winter
1948,04,-0.04,Spring
1948,05,0.05,Spring
1948,06,-0.02,Spring
1948,07,-0.04,Summer
1948,08,-0.05,Summer
1948,09,-0.1,Summer
1948,10,-0.05,Fall
1948,11,-0.07,Fall
1948,12,-0.19,Fall
1949,01,0.06,Winter
1949,02,-0.15,Winter
1949,03,0.04,Winter
1949,04,-0.05,Spring
1949,05,-0.04,Spring
1949,06,-0.16,Spring
1949,07,-0.09,Summer
1949,08,-0.05,Summer
1949,09,-0.1,Summer
1949,10,-0.04,Fall
1949,11,-0.03,Fall
1949,12,-0.1,Fall
1950,01,-0.2,Winter
1950,02,-0.26,Winter
1950,03,-0.08,Winter
1950,04,-0.16,Spring
1950,05,-0.02,Spring
1950,06,-0.02,Spring
1950,07,-0.09,Summer
1950,08,-0.09,Summer
1950,09,-0.06,Summer
1950,10,-0.15,Fall
1950,11,-0.26,Fall
1950,12,-0.12,Fall
1951,01,-0.31,Winter
1951,02,-0.37,Winter
1951,03,-0.16,Winter
1951,04,-0.09,Spring
1951,05,0.05,Spring
1951,06,0.04,Spring
1951,07,0.1,Summer
1951,08,0.11,Summer
1951,09,0.17,Summer
1951,10,0.13,Fall
1951,11,0.03,Fall
1951,12,0.21,Fall
1952,01,0.14,Winter
1952,02,0.11,Winter
1952,03,-0.03,Winter
1952,04,0.07,Spring
1952,05,0.08,Spring
1952,06,0.05,Spring
1952,07,0.07,Summer
1952,08,0.06,Summer
1952,09,0.09,Summer
1952,10,0.01,Fall
1952,11,-0.08,Fall
1952,12,0.05,Fall
1953,01,0.07,Winter
1953,02,0.15,Winter
1953,03,0.14,Winter
1953,04,0.26,Spring
1953,05,0.2,Spring
1953,06,0.21,Spring
1953,07,0.09,Summer
1953,08,0.1,Summer
1953,09,0.07,Summer
1953,10,0.13,Fall
1953,11,0.04,Fall
1953,12,0.07,Fall
1954,01,-0.2,Winter
1954,02,-0.06,Winter
1954,03,-0.14,Winter
1954,04,-0.08,Spring
1954,05,-0.11,Spring
1954,06,-0.06,Spring
1954,07,-0.09,Summer
1954,08,-0.05,Summer
1954,09,-0.01,Summer
1954,10,-0.01,Fall
1954,11,0.09,Fall
1954,12,-0.12,Fall
1955,01,0.13,Winter
1955,02,-0.17,Winter
1955,03,-0.29,Winter
1955,04,-0.2,Spring
1955,05,-0.15,Spring
1955,06,-0.08,Spring
1955,07,-0.11,Summer
1955,08,-0.02,Summer
1955,09,-0.04,Summer
1955,10,-0.09,Fall
1955,11,-0.26,Fall
1955,12,-0.27,Fall
1956,01,-0.11,Winter
1956,02,-0.17,Winter
1956,03,-0.16,Winter
1956,04,-0.25,Spring
1956,05,-0.26,Spring
1956,06,-0.16,Spring
1956,07,-0.12,Summer
1956,08,-0.19,Summer
1956,09,-0.23,Summer
1956,10,-0.22,Fall
1956,11,-0.15,Fall
1956,12,-0.02,Fall
1957,01,-0.06,Winter
1957,02,-0.09,Winter
1957,03,-0.09,Winter
1957,04,-0.05,Spring
1957,05,0.06,Spring
1957,06,0.15,Spring
1957,07,0.01,Summer
1957,08,0.26,Summer
1957,09,0.17,Summer
1957,10,0.09,Fall
1957,11,0.08,Fall
1957,12,0.18,Fall
1958,01,0.35,Winter
1958,02,0.26,Winter
1958,03,0.12,Winter
1958,04,0.06,Spring
1958,05,0.1,Spring
1958,06,-0.03,Spring
1958,07,0.02,Summer
1958,08,0.01,Summer
1958,09,-0.03,Summer
1958,10,0.04,Fall
1958,11,0.03,Fall
1958,12,0.08,Fall
1959,01,0.07,Winter
1959,02,0.1,Winter
1959,03,0.19,Winter
1959,04,0.17,Spring
1959,05,0.04,Spring
1959,06,0.11,Spring
1959,07,0.08,Summer
1959,08,0.04,Summer
1959,09,0.1,Summer
1959,10,-0.06,Fall
1959,11,-0.03,Fall
1959,12,0.02,Fall
1960,01,0.05,Winter
1960,02,0.11,Winter
1960,03,-0.25,Winter
1960,04,-0.09,Spring
1960,05,-0.04,Spring
1960,06,0.08,Spring
1960,07,0.08,Summer
1960,08,0.01,Summer
1960,09,0.13,Summer
1960,10,0.08,Fall
1960,11,-0.11,Fall
1960,12,0.26,Fall
1961,01,0.14,Winter
1961,02,0.17,Winter
1961,03,0.1,Winter
1961,04,0.21,Spring
1961,05,0.04,Spring
1961,06,0.1,Spring
1961,07,0.05,Summer
1961,08,0.05,Summer
1961,09,0.08,Summer
1961,10,-0.12,Fall
1961,11,0.04,Fall
1961,12,-0.09,Fall
1962,01,0.08,Winter
1962,02,0.11,Winter
1962,03,0.16,Winter
1962,04,-0.01,Spring
1962,05,0.02,Spring
1962,06,-0.06,Spring
1962,07,0.1,Summer
1962,08,0.07,Summer
1962,09,-0.04,Summer
1962,10,0.03,Fall
1962,11,0.11,Fall
1962,12,0.06,Fall
1963,01,0.02,Winter
1963,02,0.21,Winter
1963,03,-0.13,Winter
1963,04,0.01,Spring
1963,05,-0.02,Spring
1963,06,0.09,Spring
1963,07,0.04,Summer
1963,08,0.18,Summer
1963,09,0.13,Summer
1963,10,0.21,Fall
1963,11,0.19,Fall
1963,12,0.05,Fall
1964,01,-0.08,Winter
1964,02,-0.11,Winter
1964,03,-0.15,Winter
1964,04,-0.24,Spring
1964,05,-0.15,Spring
1964,06,-0.04,Spring
1964,07,-0.01,Summer
1964,08,-0.19,Summer
1964,09,-0.15,Summer
1964,10,-0.27,Fall
1964,11,-0.2,Fall
1964,12,-0.24,Fall
1965,01,-0.08,Winter
1965,02,-0.15,Winter
1965,03,-0.11,Winter
1965,04,-0.11,Spring
1965,05,-0.19,Spring
1965,06,-0.07,Spring
1965,07,0.1,Summer
1965,08,0.01,Summer
1965,09,-0.07,Summer
1965,10,0.01,Fall
1965,11,0.03,Fall
1965,12,-0.02,Fall
1966,01,-0.14,Winter
1966,02,-0.05,Winter
1966,03,-0.03,Winter
1966,04,-0.07,Spring
1966,05,-0.1,Spring
1966,06,0.11,Spring
1966,07,0.09,Summer
1966,08,-0.02,Summer
1966,09,0.06,Summer
1966,10,-0.14,Fall
1966,11,0.01,Fall
1966,12,0.01,Fall
1967,01,-0.11,Winter
1967,02,-0.15,Winter
1967,03,0.05,Winter
1967,04,0.1,Spring
1967,05,0.21,Spring
1967,06,0.02,Spring
1967,07,-0.02,Summer
1967,08,0.09,Summer
1967,09,-0.04,Summer
1967,10,0.12,Fall
1967,11,-0.04,Fall
1967,12,0.04,Fall
1968,01,-0.18,Winter
1968,02,-0.1,Winter
1968,03,0.17,Winter
1968,04,-0.04,Spring
1968,05,-0.17,Spring
1968,06,-0.13,Spring
1968,07,-0.05,Summer
1968,08,-0.03,Summer
1968,09,-0.11,Summer
1968,10,0.04,Fall
1968,11,-0.05,Fall
1968,12,-0.07,Fall
1969,01,-0.08,Winter
1969,02,-0.11,Winter
1969,03,0.08,Winter
1969,04,0.11,Spring
1969,05,0.18,Spring
1969,06,0.1,Spring
1969,07,0.1,Summer
1969,08,0.1,Summer
1969,09,0.14,Summer
1969,10,0.1,Fall
1969,11,0.15,Fall
1969,12,0.32,Fall
1970,01,0.15,Winter
1970,02,0.21,Winter
1970,03,0.07,Winter
1970,04,0.09,Spring
1970,05,0.05,Spring
1970,06,0.05,Spring
1970,07,0.03,Summer
1970,08,0.03,Summer
1970,09,0.06,Summer
1970,10,-0.03,Fall
1970,11,0.04,Fall
1970,12,-0.1,Fall
1971,01,-0.02,Winter
1971,02,-0.15,Winter
1971,03,-0.09,Winter
1971,04,-0.09,Spring
1971,05,-0.03,Spring
1971,06,-0.06,Spring
1971,07,0.1,Summer
1971,08,-0.02,Summer
1971,09,0.01,Summer
1971,10,-0.07,Fall
1971,11,-0.05,Fall
1971,12,-0.05,Fall
1972,01,-0.24,Winter
1972,02,-0.16,Winter
1972,03,0.06,Winter
1972,04,0.05,Spring
1972,05,0.01,Spring
1972,06,0.08,Spring
1972,07,0.06,Summer
1972,08,0.09,Summer
1972,09,0.03,Summer
1972,10,0.12,Fall
1972,11,0.06,Fall
1972,12,0.14,Fall
1973,01,0.34,Winter
1973,02,0.38,Winter
1973,03,0.35,Winter
1973,04,0.28,Spring
1973,05,0.24,Spring
1973,06,0.25,Spring
1973,07,0.15,Summer
1973,08,0.13,Summer
1973,09,0.11,Summer
1973,10,0.06,Fall
1973,11,0.02,Fall
1973,12,0.05,Fall
1974,01,-0.08,Winter
1974,02,-0.24,Winter
1974,03,-0.01,Winter
1974,04,-0.06,Spring
1974,05,-0.02,Spring
1974,06,-0.05,Spring
1974,07,0.04,Summer
1974,08,0.05,Summer
1974,09,-0.02,Summer
1974,10,-0.06,Fall
1974,11,-0.09,Fall
1974,12,-0.06,Fall
1975,01,0.06,Winter
1975,02,0.08,Winter
1975,03,0.11,Winter
1975,04,0.11,Spring
1975,05,0.08,Spring
1975,06,0.06,Spring
1975,07,0.04,Summer
1975,08,-0.02,Summer
1975,09,0.04,Summer
1975,10,-0.12,Fall
1975,11,-0.17,Fall
1975,12,-0.1,Fall
1976,01,-0.01,Winter
1976,02,-0.08,Winter
1976,03,-0.13,Winter
1976,04,0.04,Spring
1976,05,-0.11,Spring
1976,06,-0.05,Spring
1976,07,-0.03,Summer
1976,08,0.01,Summer
1976,09,0.03,Summer
1976,10,-0.16,Fall
1976,11,-0.03,Fall
1976,12,0.12,Fall
1977,01,0.2,Winter
1977,02,0.22,Winter
1977,03,0.25,Winter
1977,04,0.28,Spring
1977,05,0.28,Spring
1977,06,0.26,Spring
1977,07,0.18,Summer
1977,08,0.16,Summer
1977,09,0.2,Summer
1977,10,0.12,Fall
1977,11,0.23,Fall
1977,12,0.11,Fall
1978,01,0.15,Winter
1978,02,0.15,Winter
1978,03,0.23,Winter
1978,04,0.14,Spring
1978,05,0.1,Spring
1978,06,0.05,Spring
1978,07,0.06,Summer
1978,08,-0.1,Summer
1978,09,0.1,Summer
1978,10,0.07,Fall
1978,11,0.21,Fall
1978,12,0.12,Fall
1979,01,0.14,Winter
1979,02,-0.06,Winter
1979,03,0.2,Winter
1979,04,0.1,Spring
1979,05,0.18,Spring
1979,06,0.23,Spring
1979,07,0.23,Summer
1979,08,0.25,Summer
1979,09,0.28,Summer
1979,10,0.31,Fall
1979,11,0.31,Fall
1979,12,0.5,Fall
1980,01,0.35,Winter
1980,02,0.43,Winter
1980,03,0.32,Winter
1980,04,0.33,Spring
1980,05,0.38,Spring
1980,06,0.28,Spring
1980,07,0.27,Summer
1980,08,0.22,Summer
1980,09,0.2,Summer
1980,10,0.2,Fall
1980,11,0.27,Fall
1980,12,0.23,Fall
1981,01,0.55,Winter
1981,02,0.43,Winter
1981,03,0.45,Winter
1981,04,0.38,Spring
1981,05,0.31,Spring
1981,06,0.34,Spring
1981,07,0.27,Summer
1981,08,0.26,Summer
1981,09,0.23,Summer
1981,10,0.25,Fall
1981,11,0.31,Fall
1981,12,0.45,Fall
1982,01,0.11,Winter
1982,02,0.21,Winter
1982,03,0.12,Winter
1982,04,0.21,Spring
1982,05,0.18,Spring
1982,06,0.16,Spring
1982,07,0.18,Summer
1982,08,0.15,Summer
1982,09,0.23,Summer
1982,10,0.18,Fall
1982,11,0.13,Fall
1982,12,0.41,Fall
1983,01,0.51,Winter
1983,02,0.46,Winter
1983,03,0.44,Winter
1983,04,0.25,Spring
1983,05,0.29,Spring
1983,06,0.31,Spring
1983,07,0.31,Summer
1983,08,0.36,Summer
1983,09,0.34,Summer
1983,10,0.23,Fall
1983,11,0.37,Fall
1983,12,0.27,Fall
1984,01,0.31,Winter
1984,02,0.22,Winter
1984,03,0.28,Winter
1984,04,0.13,Spring
1984,05,0.32,Spring
1984,06,0.17,Spring
1984,07,0.16,Summer
1984,08,0.19,Summer
1984,09,0.2,Summer
1984,10,0.2,Fall
1984,11,0.11,Fall
1984,12,0.06,Fall
1985,01,0.29,Winter
1985,02,0.08,Winter
1985,03,0.25,Winter
1985,04,0.12,Spring
1985,05,0.22,Spring
1985,06,0.16,Spring
1985,07,0.1,Summer
1985,08,0.15,Summer
1985,09,0.16,Summer
1985,10,0.16,Fall
1985,11,0.14,Fall
1985,12,0.17,Fall
1986,01,0.23,Winter
1986,02,0.38,Winter
1986,03,0.33,Winter
1986,04,0.27,Spring
1986,05,0.35,Spring
1986,06,0.22,Spring
1986,07,0.13,Summer
1986,08,0.15,Summer
1986,09,0.04,Summer
1986,10,0.18,Fall
1986,11,0.13,Fall
1986,12,0.17,Fall
1987,01,0.3,Winter
1987,02,0.36,Winter
1987,03,0.15,Winter
1987,04,0.21,Spring
1987,05,0.33,Spring
1987,06,0.4,Spring
1987,07,0.46,Summer
1987,08,0.34,Summer
1987,09,0.4,Summer
1987,10,0.35,Fall
1987,11,0.26,Fall
1987,12,0.48,Fall
1988,01,0.54,Winter
1988,02,0.46,Winter
1988,03,0.46,Winter
1988,04,0.46,Spring
1988,05,0.48,Spring
1988,06,0.41,Spring
1988,07,0.39,Summer
1988,08,0.51,Summer
1988,09,0.41,Summer
1988,10,0.4,Fall
1988,11,0.16,Fall
1988,12,0.32,Fall
1989,01,0.12,Winter
1989,02,0.33,Winter
1989,03,0.36,Winter
1989,04,0.4,Spring
1989,05,0.24,Spring
1989,06,0.1,Spring
1989,07,0.33,Summer
1989,08,0.32,Summer
1989,09,0.4,Summer
1989,10,0.35,Fall
1989,11,0.19,Fall
1989,12,0.4,Fall
1990,01,0.4,Winter
1990,02,0.38,Winter
1990,03,0.78,Winter
1990,04,0.62,Spring
1990,05,0.51,Spring
1990,06,0.42,Spring
1990,07,0.36,Summer
1990,08,0.38,Summer
1990,09,0.3,Summer
1990,10,0.41,Fall
1990,11,0.42,Fall
1990,12,0.41,Fall
1991,01,0.42,Winter
1991,02,0.52,Winter
1991,03,0.38,Winter
1991,04,0.59,Spring
1991,05,0.44,Spring
1991,06,0.56,Spring
1991,07,0.41,Summer
1991,08,0.37,Summer
1991,09,0.39,Summer
1991,10,0.33,Fall
1991,11,0.31,Fall
1991,12,0.32,Fall
1992,01,0.44,Winter
1992,02,0.42,Winter
1992,03,0.46,Winter
1992,04,0.24,Spring
1992,05,0.37,Spring
1992,06,0.28,Spring
1992,07,0.13,Summer
1992,08,0.11,Summer
1992,09,0.06,Summer
1992,10,0.02,Fall
1992,11,0.05,Fall
1992,12,0.22,Fall
1993,01,0.34,Winter
1993,02,0.39,Winter
1993,03,0.38,Winter
1993,04,0.36,Spring
1993,05,0.31,Spring
1993,06,0.32,Spring
1993,07,0.31,Summer
1993,08,0.11,Summer
1993,09,0.21,Summer
1993,10,0.22,Fall
1993,11,0.1,Fall
1993,12,0.18,Fall
1994,01,0.22,Winter
1994,02,0.06,Winter
1994,03,0.3,Winter
1994,04,0.41,Spring
1994,05,0.32,Spring
1994,06,0.43,Spring
1994,07,0.32,Summer
1994,08,0.26,Summer
1994,09,0.27,Summer
1994,10,0.45,Fall
1994,11,0.42,Fall
1994,12,0.4,Fall
1995,01,0.55,Winter
1995,02,0.77,Winter
1995,03,0.49,Winter
1995,04,0.51,Spring
1995,05,0.32,Spring
1995,06,0.5,Spring
1995,07,0.44,Summer
1995,08,0.5,Summer
1995,09,0.44,Summer
1995,10,0.44,Fall
1995,11,0.48,Fall
1995,12,0.32,Fall
1996,01,0.28,Winter
1996,02,0.49,Winter
1996,03,0.37,Winter
1996,04,0.37,Spring
1996,05,0.34,Spring
1996,06,0.37,Spring
1996,07,0.35,Summer
1996,08,0.44,Summer
1996,09,0.27,Summer
1996,10,0.17,Fall
1996,11,0.44,Fall
1996,12,0.38,Fall
1997,01,0.3,Winter
1997,02,0.39,Winter
1997,03,0.52,Winter
1997,04,0.41,Spring
1997,05,0.42,Spring
1997,06,0.57,Spring
1997,07,0.42,Summer
1997,08,0.47,Summer
1997,09,0.59,Summer
1997,10,0.68,Fall
1997,11,0.65,Fall
1997,12,0.59,Fall
1998,01,0.58,Winter
1998,02,0.83,Winter
1998,03,0.68,Winter
1998,04,0.7,Spring
1998,05,0.69,Spring
1998,06,0.76,Spring
1998,07,0.7,Summer
1998,08,0.68,Summer
1998,09,0.48,Summer
1998,10,0.44,Fall
1998,11,0.45,Fall
1998,12,0.59,Fall
1999,01,0.49,Winter
1999,02,0.63,Winter
1999,03,0.39,Winter
1999,04,0.37,Spring
1999,05,0.34,Spring
1999,06,0.38,Spring
1999,07,0.41,Summer
1999,08,0.33,Summer
1999,09,0.46,Summer
1999,10,0.37,Fall
1999,11,0.38,Fall
1999,12,0.47,Fall
2000,01,0.34,Winter
2000,02,0.57,Winter
2000,03,0.59,Winter
2000,04,0.61,Spring
2000,05,0.39,Spring
2000,06,0.37,Spring
2000,07,0.41,Summer
2000,08,0.46,Summer
2000,09,0.43,Summer
2000,10,0.33,Fall
2000,11,0.33,Fall
2000,12,0.31,Fall
2001,01,0.44,Winter
2001,02,0.46,Winter
2001,03,0.57,Winter
2001,04,0.56,Spring
2001,05,0.58,Spring
2001,06,0.55,Spring
2001,07,0.62,Summer
2001,08,0.48,Summer
2001,09,0.58,Summer
2001,10,0.47,Fall
2001,11,0.71,Fall
2001,12,0.63,Fall
2002,01,0.68,Winter
2002,02,0.7,Winter
2002,03,0.86,Winter
2002,04,0.56,Spring
2002,05,0.66,Spring
2002,06,0.54,Spring
2002,07,0.59,Summer
2002,08,0.53,Summer
2002,09,0.66,Summer
2002,10,0.56,Fall
2002,11,0.62,Fall
2002,12,0.5,Fall
2003,01,0.71,Winter
2003,02,0.57,Winter
2003,03,0.61,Winter
2003,04,0.61,Spring
2003,05,0.64,Spring
2003,06,0.52,Spring
2003,07,0.6,Summer
2003,08,0.6,Summer
2003,09,0.66,Summer
2003,10,0.77,Fall
2003,11,0.55,Fall
2003,12,0.75,Fall
2004,01,0.58,Winter
2004,02,0.67,Winter
2004,03,0.66,Winter
2004,04,0.66,Spring
2004,05,0.43,Spring
2004,06,0.48,Spring
2004,07,0.32,Summer
2004,08,0.44,Summer
2004,09,0.52,Summer
2004,10,0.61,Fall
2004,11,0.72,Fall
2004,12,0.49,Fall
2005,01,0.75,Winter
2005,02,0.62,Winter
2005,03,0.77,Winter
2005,04,0.7,Spring
2005,05,0.7,Spring
2005,06,0.67,Spring
2005,07,0.66,Summer
2005,08,0.59,Summer
2005,09,0.73,Summer
2005,10,0.75,Fall
2005,11,0.78,Fall
2005,12,0.74,Fall
2006,01,0.63,Winter
2006,02,0.81,Winter
2006,03,0.67,Winter
2006,04,0.53,Spring
2006,05,0.52,Spring
2006,06,0.66,Spring
2006,07,0.55,Summer
2006,08,0.72,Summer
2006,09,0.69,Summer
2006,10,0.68,Fall
2006,11,0.72,Fall
2006,12,0.78,Fall
2007,01,0.94,Winter
2007,02,0.73,Winter
2007,03,0.69,Winter
2007,04,0.81,Spring
2007,05,0.66,Spring
2007,06,0.58,Spring
2007,07,0.59,Summer
2007,08,0.58,Summer
2007,09,0.61,Summer
2007,10,0.61,Fall
2007,11,0.58,Fall
2007,12,0.52,Fall
2008,01,0.29,Winter
2008,02,0.35,Winter
2008,03,0.74,Winter
2008,04,0.52,Spring
2008,05,0.52,Spring
2008,06,0.51,Spring
2008,07,0.57,Summer
2008,08,0.48,Summer
2008,09,0.63,Summer
2008,10,0.7,Fall
2008,11,0.71,Fall
2008,12,0.57,Fall
2009,01,0.67,Winter
2009,02,0.52,Winter
2009,03,0.54,Winter
2009,04,0.59,Spring
2009,05,0.62,Spring
2009,06,0.64,Spring
2009,07,0.72,Summer
2009,08,0.71,Summer
2009,09,0.74,Summer
2009,10,0.69,Fall
2009,11,0.81,Fall
2009,12,0.7,Fall
2010,01,0.75,Winter
2010,02,0.83,Winter
2010,03,0.9,Winter
2010,04,0.89,Spring
2010,05,0.79,Spring
2010,06,0.71,Spring
2010,07,0.66,Summer
2010,08,0.67,Summer
2010,09,0.62,Summer
2010,10,0.68,Fall
2010,11,0.79,Fall
2010,12,0.52,Fall
2011,01,0.56,Winter
2011,02,0.51,Winter
2011,03,0.68,Winter
2011,04,0.65,Spring
2011,05,0.56,Spring
2011,06,0.63,Spring
2011,07,0.72,Summer
2011,08,0.7,Summer
2011,09,0.61,Summer
2011,10,0.71,Fall
2011,11,0.6,Fall
2011,12,0.61,Fall
2012,01,0.48,Winter
2012,02,0.54,Winter
2012,03,0.55,Winter
2012,04,0.75,Spring
2012,05,0.75,Spring
2012,06,0.67,Spring
2012,07,0.64,Summer
2012,08,0.65,Summer
2012,09,0.75,Summer
2012,10,0.79,Fall
2012,11,0.8,Fall
2012,12,0.56,Fall
2013,01,0.7,Winter
2013,02,0.62,Winter
2013,03,0.68,Winter
2013,04,0.58,Spring
2013,05,0.67,Spring
2013,06,0.68,Spring
2013,07,0.61,Summer
2013,08,0.7,Summer
2013,09,0.77,Summer
2013,10,0.68,Fall
2013,11,0.81,Fall
2013,12,0.72,Fall
2014,01,0.75,Winter
2014,02,0.57,Winter
2014,03,0.82,Winter
2014,04,0.85,Spring
2014,05,0.87,Spring
2014,06,0.73,Spring
2014,07,0.62,Summer
2014,08,0.83,Summer
2014,09,0.87,Summer
2014,10,0.82,Fall
2014,11,0.69,Fall
2014,12,0.79,Fall
2015,01,0.82,Winter
2015,02,0.89,Winter
2015,03,0.97,Winter
2015,04,0.81,Spring
2015,05,0.82,Spring
2015,06,0.88,Spring
2015,07,0.77,Summer
2015,08,0.83,Summer
2015,09,0.91,Summer
2015,10,1.11,Fall
2015,11,1.06,Fall
2015,12,1.14,Fall
2016,01,1.23,Winter
2016,02,1.34,Winter
2016,03,1.35,Winter
2016,04,1.15,Spring
2016,05,1.0,Spring
2016,06,0.84,Spring
2016,07,0.86,Summer
2016,08,0.96,Summer
2016,09,0.92,Summer
2016,10,0.89,Fall
2016,11,0.95,Fall
2016,12,0.9,Fall
2017,01,1.06,Winter
2017,02,1.12,Winter
2017,03,1.18,Winter
2017,04,0.98,Spring
2017,05,0.91,Spring
2017,06,0.77,Spring
2017,07,0.83,Summer
2017,08,0.89,Summer
2017,09,0.84,Summer
2017,10,0.92,Fall
2017,11,0.92,Fall
2017,12,0.99,Fall
2018,01,0.83,Winter
2018,02,0.89,Winter
2018,03,0.93,Winter
2018,04,0.9,Spring
2018,05,0.82,Spring
2018,06,0.76,Spring
2018,07,0.8,Summer
2018,08,0.75,Summer
2018,09,0.81,Summer
2018,10,1.06,Fall
2018,11,0.84,Fall
2018,12,0.93,Fall
2019,01,0.92,Winter
2019,02,0.92,Winter
2019,03,1.16,Winter
2019,04,1.03,Spring
2019,05,0.9,Spring
2019,06,0.91,Spring
2019,07,0.91,Summer
2019,08,0.91,Summer
2019,09,0.97,Summer
2019,10,1.01,Fall
2019,11,0.99,Fall
2019,12,1.1,Fall
2020,01,1.14,Winter
2020,02,1.2,Winter
2020,03,1.16,Winter
2020,04,1.14,Spring
2020,05,1.0,Spring
2020,06,0.93,Spring
2020,07,0.91,Summer
2020,08,0.9,Summer
2020,09,0.98,Summer
2020,10,0.91,Fall
2020,11,1.06,Fall
2020,12,0.84,Fall
2021,01,0.84,Winter
2021,02,0.66,Winter
2021,03,0.89,Winter
2021,04,0.8,Spring
2021,05,0.81,Spring
